USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
root,570,102,6.0,717276,716180,pts/0,R,19:41,235,../run_base_test_mytest-64.0000/deepsjeng_r_base.mytest-64 test.txt
root,570,99.1,6.0,717276,716180,pts/0,R,19:41,240,../run_base_test_mytest-64.0000/deepsjeng_r_base.mytest-64 test.txt
root,2989,145,3.6,717172,424984,pts/0,R,19:43,310,../run_peak_test_mytest-64.0000/deepsjeng_r_peak.mytest-64 test.txt
root,2989,100,6.0,717172,716176,pts/0,R,19:43,315,../run_peak_test_mytest-64.0000/deepsjeng_r_peak.mytest-64 test.txt
root,5006,100,6.0,717276,716180,pts/0,R,19:47,570,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.3,6.0,717276,716180,pts/0,R,19:47,575,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.1,6.0,717276,716180,pts/0,R,19:47,580,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.2,6.0,717276,716180,pts/0,R,19:47,585,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.3,6.0,717276,716180,pts/0,R,19:47,590,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.2,6.0,717280,716180,pts/0,R,19:47,595,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,600,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.5,6.0,717280,716180,pts/0,R,19:47,605,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,610,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,615,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,620,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,625,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,630,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.4,6.0,717280,716180,pts/0,R,19:47,635,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.5,6.0,717292,716180,pts/0,R,19:47,640,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.5,6.0,717292,716180,pts/0,R,19:47,645,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,5006,99.5,6.0,717292,716180,pts/0,R,19:47,650,../run_base_train_mytest-64.0000/deepsjeng_r_base.mytest-64 train.txt
root,6117,100,6.0,717172,716168,pts/0,R,19:53,930,../run_peak_train_mytest-64.0000/deepsjeng_r_peak.mytest-64 train.txt
root,6117,100,6.0,717176,716168,pts/0,R,19:53,935,../run_peak_train_mytest-64.0000/deepsjeng_r_peak.mytest-64 train.txt
root,6117,99.5,6.0,717176,716168,pts/0,R,19:53,940,../run_peak_train_mytest-64.0000/deepsjeng_r_peak.mytest-64 train.txt
