CMD,%MEM,%CPU,PSR,TIME
specperl -I/home/cpu2017/bi,0.6,0.0,5,3985
/home/cpu2017/bin/specperl,1.0,1.5,5,3985
specperl -I/home/cpu2017/bi,0.6,0.2,5,3985
/home/cpu2017/bin/specinvok,0.0,0.0,5,3985
/home/cpu2017/bin/specperl,1.0,0.1,5,3985
specperl -I/home/cpu2017/bi,0.6,0.0,5,3990
/home/cpu2017/bin/specperl,1.0,1.5,5,3990
specperl -I/home/cpu2017/bi,0.6,0.2,5,3990
/home/cpu2017/bin/specinvok,0.0,0.0,5,3990
/home/cpu2017/bin/specperl,1.0,0.1,5,3990
specperl -I/home/cpu2017/bi,0.6,0.0,5,3995
/home/cpu2017/bin/specperl,1.0,1.5,5,3995
specperl -I/home/cpu2017/bi,0.6,0.2,5,3995
/home/cpu2017/bin/specinvok,0.0,0.0,5,3995
/home/cpu2017/bin/specperl,1.0,0.1,5,3995
specperl -I/home/cpu2017/bi,0.6,0.0,5,4000
/home/cpu2017/bin/specperl,1.0,1.5,5,4000
specperl -I/home/cpu2017/bi,0.6,0.2,5,4000
/home/cpu2017/bin/specinvok,0.0,0.0,5,4000
/home/cpu2017/bin/specperl,1.0,0.1,5,4000
specperl -I/home/cpu2017/bi,0.6,0.0,5,4005
/home/cpu2017/bin/specperl,1.0,1.5,5,4005
specperl -I/home/cpu2017/bi,0.6,0.2,5,4005
/home/cpu2017/bin/specinvok,0.0,0.0,5,4005
/home/cpu2017/bin/specperl,1.0,0.1,5,4005
specperl -I/home/cpu2017/bi,0.6,0.0,5,4010
/home/cpu2017/bin/specperl,1.0,1.5,5,4010
specperl -I/home/cpu2017/bi,0.6,0.2,5,4010
/home/cpu2017/bin/specinvok,0.0,0.0,5,4010
/home/cpu2017/bin/specperl,1.0,0.1,5,4010
specperl -I/home/cpu2017/bi,0.6,0.0,5,4015
/home/cpu2017/bin/specperl,1.0,1.5,5,4015
specperl -I/home/cpu2017/bi,0.6,0.2,5,4015
/home/cpu2017/bin/specinvok,0.0,0.0,5,4015
/home/cpu2017/bin/specperl,1.0,0.1,5,4015
specperl -I/home/cpu2017/bi,0.6,0.0,5,4020
/home/cpu2017/bin/specperl,1.0,1.5,5,4020
specperl -I/home/cpu2017/bi,0.6,0.2,5,4020
/home/cpu2017/bin/specinvok,0.0,0.0,5,4020
/home/cpu2017/bin/specperl,1.0,0.1,5,4020
specperl -I/home/cpu2017/bi,0.6,0.0,5,4025
/home/cpu2017/bin/specperl,1.0,1.5,5,4025
specperl -I/home/cpu2017/bi,0.6,0.2,5,4025
/home/cpu2017/bin/specinvok,0.0,0.0,5,4025
/home/cpu2017/bin/specperl,1.0,0.1,5,4025
specperl -I/home/cpu2017/bi,0.6,0.0,5,4030
/home/cpu2017/bin/specperl,1.0,1.5,5,4030
specperl -I/home/cpu2017/bi,0.6,0.2,5,4030
/home/cpu2017/bin/specinvok,0.0,0.0,5,4030
/home/cpu2017/bin/specperl,1.0,0.1,5,4030
specperl -I/home/cpu2017/bi,0.6,0.0,5,4035
/home/cpu2017/bin/specperl,1.0,1.5,5,4035
specperl -I/home/cpu2017/bi,0.6,0.2,5,4035
/home/cpu2017/bin/specinvok,0.0,0.0,5,4035
/home/cpu2017/bin/specperl,1.0,0.1,5,4035
specperl -I/home/cpu2017/bi,0.6,0.0,5,4040
/home/cpu2017/bin/specperl,1.0,1.5,5,4040
specperl -I/home/cpu2017/bi,0.6,0.2,5,4040
/home/cpu2017/bin/specinvok,0.0,0.0,5,4040
/home/cpu2017/bin/specperl,1.0,0.1,5,4040
specperl -I/home/cpu2017/bi,0.6,0.0,5,4045
/home/cpu2017/bin/specperl,1.0,1.5,5,4045
specperl -I/home/cpu2017/bi,0.6,0.2,5,4045
/home/cpu2017/bin/specinvok,0.0,0.0,5,4045
/home/cpu2017/bin/specperl,1.0,0.1,5,4045
specperl -I/home/cpu2017/bi,0.6,0.0,5,4050
/home/cpu2017/bin/specperl,1.0,1.5,5,4050
specperl -I/home/cpu2017/bi,0.6,0.2,5,4050
/home/cpu2017/bin/specinvok,0.0,0.0,5,4050
/home/cpu2017/bin/specperl,1.0,0.1,5,4050
specperl -I/home/cpu2017/bi,0.6,0.0,5,4055
/home/cpu2017/bin/specperl,1.0,1.5,5,4055
specperl -I/home/cpu2017/bi,0.6,0.2,5,4055
/home/cpu2017/bin/specinvok,0.0,0.0,5,4055
/home/cpu2017/bin/specperl,1.0,0.1,5,4055
specperl -I/home/cpu2017/bi,0.6,0.0,5,4060
/home/cpu2017/bin/specperl,1.0,1.5,5,4060
specperl -I/home/cpu2017/bi,0.6,0.2,5,4060
/home/cpu2017/bin/specinvok,0.0,0.0,5,4060
/home/cpu2017/bin/specperl,1.0,0.1,5,4060
specperl -I/home/cpu2017/bi,0.6,0.0,5,4065
/home/cpu2017/bin/specperl,1.0,1.5,5,4065
specperl -I/home/cpu2017/bi,0.6,0.2,5,4065
/home/cpu2017/bin/specinvok,0.0,0.0,5,4065
/home/cpu2017/bin/specperl,1.0,0.1,5,4065
specperl -I/home/cpu2017/bi,0.6,0.0,5,4070
/home/cpu2017/bin/specperl,1.0,1.5,5,4070
specperl -I/home/cpu2017/bi,0.6,0.2,5,4070
/home/cpu2017/bin/specinvok,0.0,0.0,5,4070
/home/cpu2017/bin/specperl,1.0,0.1,5,4070
specperl -I/home/cpu2017/bi,0.6,0.0,5,4075
/home/cpu2017/bin/specperl,0.9,1.5,4,4075
specperl -I/home/cpu2017/bi,0.6,0.2,5,4075
/home/cpu2017/bin/specinvok,0.0,1.7,5,4075
/home/cpu2017/bin/specperl,0.9,0.0,5,4075
specperl -I/home/cpu2017/bi,0.6,0.0,5,4080
/home/cpu2017/bin/specperl,0.9,1.5,4,4080
specperl -I/home/cpu2017/bi,0.6,0.2,5,4080
/home/cpu2017/bin/specinvok,0.0,0.1,5,4080
/home/cpu2017/bin/specperl,0.9,0.0,5,4080
specperl -I/home/cpu2017/bi,0.6,0.0,5,4085
/home/cpu2017/bin/specperl,0.9,1.5,4,4085
specperl -I/home/cpu2017/bi,0.6,0.2,5,4085
/home/cpu2017/bin/specinvok,0.0,0.0,5,4085
/home/cpu2017/bin/specperl,0.9,0.0,5,4085
specperl -I/home/cpu2017/bi,0.6,0.0,5,4090
/home/cpu2017/bin/specperl,0.9,1.5,4,4090
specperl -I/home/cpu2017/bi,0.6,0.2,5,4090
/home/cpu2017/bin/specinvok,0.0,0.0,5,4090
/home/cpu2017/bin/specperl,0.9,0.0,5,4090
specperl -I/home/cpu2017/bi,0.6,0.0,5,4095
/home/cpu2017/bin/specperl,0.9,1.5,4,4095
specperl -I/home/cpu2017/bi,0.6,0.2,5,4095
/home/cpu2017/bin/specinvok,0.0,0.0,5,4095
/home/cpu2017/bin/specperl,0.9,0.1,5,4095
specperl -I/home/cpu2017/bi,0.6,0.0,5,4100
/home/cpu2017/bin/specperl,0.9,1.5,4,4100
specperl -I/home/cpu2017/bi,0.6,0.2,5,4100
/home/cpu2017/bin/specinvok,0.0,0.0,5,4100
/home/cpu2017/bin/specperl,0.9,0.1,5,4100
specperl -I/home/cpu2017/bi,0.6,0.0,5,4105
/home/cpu2017/bin/specperl,0.9,1.5,4,4105
specperl -I/home/cpu2017/bi,0.6,0.2,5,4105
/home/cpu2017/bin/specinvok,0.0,0.0,5,4105
/home/cpu2017/bin/specperl,0.9,0.1,5,4105
specperl -I/home/cpu2017/bi,0.6,0.0,5,4110
/home/cpu2017/bin/specperl,0.9,1.5,4,4110
specperl -I/home/cpu2017/bi,0.6,0.2,5,4110
/home/cpu2017/bin/specinvok,0.0,0.0,5,4110
/home/cpu2017/bin/specperl,0.9,0.1,5,4110
specperl -I/home/cpu2017/bi,0.6,0.0,5,4115
/home/cpu2017/bin/specperl,0.9,1.5,4,4115
specperl -I/home/cpu2017/bi,0.6,0.2,5,4115
/home/cpu2017/bin/specinvok,0.0,0.0,5,4115
/home/cpu2017/bin/specperl,0.9,0.1,5,4115
specperl -I/home/cpu2017/bi,0.6,0.0,5,4120
/home/cpu2017/bin/specperl,0.9,1.5,4,4120
specperl -I/home/cpu2017/bi,0.6,0.2,5,4120
/home/cpu2017/bin/specinvok,0.0,0.0,5,4120
/home/cpu2017/bin/specperl,0.9,0.1,5,4120
specperl -I/home/cpu2017/bi,0.6,0.0,5,4125
/home/cpu2017/bin/specperl,0.9,1.5,4,4125
specperl -I/home/cpu2017/bi,0.6,0.2,5,4125
/home/cpu2017/bin/specinvok,0.0,0.0,5,4125
/home/cpu2017/bin/specperl,0.9,0.1,5,4125
specperl -I/home/cpu2017/bi,0.6,0.0,5,4130
/home/cpu2017/bin/specperl,0.9,1.5,4,4130
specperl -I/home/cpu2017/bi,0.6,0.2,5,4130
/home/cpu2017/bin/specinvok,0.0,0.0,5,4130
/home/cpu2017/bin/specperl,0.9,0.1,5,4130
specperl -I/home/cpu2017/bi,0.6,0.0,5,4135
/home/cpu2017/bin/specperl,0.9,1.5,4,4135
specperl -I/home/cpu2017/bi,0.6,0.2,5,4135
/home/cpu2017/bin/specinvok,0.0,0.0,5,4135
/home/cpu2017/bin/specperl,0.9,0.1,5,4135
specperl -I/home/cpu2017/bi,0.6,0.0,5,4140
/home/cpu2017/bin/specperl,0.9,1.5,4,4140
specperl -I/home/cpu2017/bi,0.6,0.2,5,4140
/home/cpu2017/bin/specinvok,0.0,0.0,5,4140
/home/cpu2017/bin/specperl,0.9,0.1,5,4140
specperl -I/home/cpu2017/bi,0.6,0.0,5,4145
/home/cpu2017/bin/specperl,0.9,1.5,4,4145
specperl -I/home/cpu2017/bi,0.6,0.2,5,4145
/home/cpu2017/bin/specinvok,0.0,0.0,5,4145
/home/cpu2017/bin/specperl,0.9,0.1,5,4145
specperl -I/home/cpu2017/bi,0.6,0.0,5,4150
/home/cpu2017/bin/specperl,0.9,1.5,4,4150
specperl -I/home/cpu2017/bi,0.6,0.2,5,4150
/home/cpu2017/bin/specinvok,0.0,0.0,5,4150
/home/cpu2017/bin/specperl,0.9,0.1,5,4150
specperl -I/home/cpu2017/bi,0.6,0.0,5,4155
/home/cpu2017/bin/specperl,0.9,1.5,4,4155
specperl -I/home/cpu2017/bi,0.6,0.2,5,4155
/home/cpu2017/bin/specinvok,0.0,0.0,5,4155
/home/cpu2017/bin/specperl,0.9,0.1,5,4155
specperl -I/home/cpu2017/bi,0.6,0.0,5,4160
/home/cpu2017/bin/specperl,0.9,1.5,4,4160
specperl -I/home/cpu2017/bi,0.6,0.2,5,4160
/home/cpu2017/bin/specinvok,0.0,0.0,5,4160
/home/cpu2017/bin/specperl,0.9,0.1,5,4160
specperl -I/home/cpu2017/bi,0.6,0.0,5,4165
/home/cpu2017/bin/specperl,0.9,1.5,4,4165
specperl -I/home/cpu2017/bi,0.6,0.2,5,4165
/home/cpu2017/bin/specinvok,0.0,0.0,5,4165
/home/cpu2017/bin/specperl,0.9,0.1,5,4165
specperl -I/home/cpu2017/bi,0.6,0.0,5,4170
/home/cpu2017/bin/specperl,0.9,1.5,4,4170
specperl -I/home/cpu2017/bi,0.6,0.2,5,4170
/home/cpu2017/bin/specinvok,0.0,0.0,5,4170
/home/cpu2017/bin/specperl,0.9,0.1,5,4170
specperl -I/home/cpu2017/bi,0.6,0.0,5,4175
/home/cpu2017/bin/specperl,0.9,1.5,4,4175
specperl -I/home/cpu2017/bi,0.6,0.2,5,4175
/home/cpu2017/bin/specinvok,0.0,0.0,5,4175
/home/cpu2017/bin/specperl,0.9,0.1,5,4175
specperl -I/home/cpu2017/bi,0.6,0.0,5,4180
/home/cpu2017/bin/specperl,0.9,1.5,4,4180
specperl -I/home/cpu2017/bi,0.6,0.2,5,4180
/home/cpu2017/bin/specinvok,0.0,0.0,5,4180
/home/cpu2017/bin/specperl,0.9,0.1,5,4180
specperl -I/home/cpu2017/bi,0.6,0.0,5,4185
/home/cpu2017/bin/specperl,0.9,1.5,4,4185
specperl -I/home/cpu2017/bi,0.6,0.2,5,4185
/home/cpu2017/bin/specinvok,0.0,0.0,5,4185
/home/cpu2017/bin/specperl,0.9,0.1,5,4185
specperl -I/home/cpu2017/bi,0.6,0.0,5,4190
/home/cpu2017/bin/specperl,0.9,1.5,4,4190
specperl -I/home/cpu2017/bi,0.6,0.2,5,4190
/home/cpu2017/bin/specinvok,0.0,0.0,5,4190
/home/cpu2017/bin/specperl,0.9,0.1,5,4190
specperl -I/home/cpu2017/bi,0.6,0.0,5,4195
/home/cpu2017/bin/specperl,0.9,1.5,4,4195
specperl -I/home/cpu2017/bi,0.6,0.2,5,4195
/home/cpu2017/bin/specinvok,0.0,0.0,5,4195
/home/cpu2017/bin/specperl,0.9,0.1,5,4195
specperl -I/home/cpu2017/bi,0.6,0.0,5,4200
/home/cpu2017/bin/specperl,0.9,1.5,4,4200
specperl -I/home/cpu2017/bi,0.6,0.2,5,4200
/home/cpu2017/bin/specinvok,0.0,0.0,5,4200
/home/cpu2017/bin/specperl,0.9,0.1,5,4200
specperl -I/home/cpu2017/bi,0.6,0.0,5,4205
/home/cpu2017/bin/specperl,0.9,1.5,4,4205
specperl -I/home/cpu2017/bi,0.6,0.2,5,4205
/home/cpu2017/bin/specinvok,0.0,0.0,5,4205
/home/cpu2017/bin/specperl,0.9,0.1,5,4205
specperl -I/home/cpu2017/bi,0.6,0.0,5,4210
/home/cpu2017/bin/specperl,0.9,1.5,4,4210
specperl -I/home/cpu2017/bi,0.6,0.2,5,4210
/home/cpu2017/bin/specinvok,0.0,0.0,5,4210
/home/cpu2017/bin/specperl,0.9,0.1,5,4210
specperl -I/home/cpu2017/bi,0.6,0.0,5,4215
/home/cpu2017/bin/specperl,0.9,1.5,4,4215
specperl -I/home/cpu2017/bi,0.6,0.2,5,4215
/home/cpu2017/bin/specinvok,0.0,0.0,5,4215
/home/cpu2017/bin/specperl,0.9,0.1,5,4215
specperl -I/home/cpu2017/bi,0.6,0.0,5,4220
/home/cpu2017/bin/specperl,0.9,1.5,4,4220
specperl -I/home/cpu2017/bi,0.6,0.2,5,4220
/home/cpu2017/bin/specinvok,0.0,0.0,5,4220
/home/cpu2017/bin/specperl,0.9,0.1,5,4220
specperl -I/home/cpu2017/bi,0.6,0.0,5,4225
/home/cpu2017/bin/specperl,0.9,1.5,4,4225
specperl -I/home/cpu2017/bi,0.6,0.2,5,4225
/home/cpu2017/bin/specinvok,0.0,0.0,5,4225
/home/cpu2017/bin/specperl,0.9,0.1,5,4225
specperl -I/home/cpu2017/bi,0.6,0.0,5,4230
/home/cpu2017/bin/specperl,0.9,1.5,4,4230
specperl -I/home/cpu2017/bi,0.6,0.2,5,4230
/home/cpu2017/bin/specinvok,0.0,0.0,5,4230
/home/cpu2017/bin/specperl,0.9,0.1,5,4230
specperl -I/home/cpu2017/bi,0.6,0.0,5,4235
/home/cpu2017/bin/specperl,0.9,1.5,4,4235
specperl -I/home/cpu2017/bi,0.6,0.2,5,4235
/home/cpu2017/bin/specinvok,0.0,0.0,5,4235
/home/cpu2017/bin/specperl,0.9,0.1,5,4235
specperl -I/home/cpu2017/bi,0.6,0.0,5,4240
/home/cpu2017/bin/specperl,0.9,1.5,4,4240
specperl -I/home/cpu2017/bi,0.6,0.2,5,4240
/home/cpu2017/bin/specinvok,0.0,0.0,5,4240
/home/cpu2017/bin/specperl,0.9,0.1,5,4240
specperl -I/home/cpu2017/bi,0.6,0.0,5,4245
/home/cpu2017/bin/specperl,0.9,1.5,4,4245
specperl -I/home/cpu2017/bi,0.6,0.2,5,4245
/home/cpu2017/bin/specinvok,0.0,0.0,5,4245
/home/cpu2017/bin/specperl,0.9,0.1,5,4245
specperl -I/home/cpu2017/bi,0.6,0.0,5,4250
/home/cpu2017/bin/specperl,0.9,1.4,4,4250
specperl -I/home/cpu2017/bi,0.6,0.2,5,4250
/home/cpu2017/bin/specinvok,0.0,0.0,5,4250
/home/cpu2017/bin/specperl,0.9,0.1,5,4250
specperl -I/home/cpu2017/bi,0.6,0.0,5,4255
/home/cpu2017/bin/specperl,0.9,1.4,4,4255
specperl -I/home/cpu2017/bi,0.6,0.2,5,4255
/home/cpu2017/bin/specinvok,0.0,0.0,5,4255
/home/cpu2017/bin/specperl,0.9,0.1,5,4255
specperl -I/home/cpu2017/bi,0.6,0.0,5,4260
/home/cpu2017/bin/specperl,0.9,1.4,4,4260
specperl -I/home/cpu2017/bi,0.6,0.2,5,4260
/home/cpu2017/bin/specinvok,0.0,0.0,5,4260
/home/cpu2017/bin/specperl,0.9,0.1,5,4260
specperl -I/home/cpu2017/bi,0.6,0.0,5,4265
/home/cpu2017/bin/specperl,0.9,1.4,4,4265
specperl -I/home/cpu2017/bi,0.6,0.2,5,4265
/home/cpu2017/bin/specinvok,0.0,0.0,5,4265
/home/cpu2017/bin/specperl,0.9,0.1,5,4265
specperl -I/home/cpu2017/bi,0.6,0.0,5,4270
/home/cpu2017/bin/specperl,0.9,1.4,4,4270
specperl -I/home/cpu2017/bi,0.6,0.2,5,4270
/home/cpu2017/bin/specinvok,0.0,0.0,5,4270
/home/cpu2017/bin/specperl,0.9,0.1,5,4270
specperl -I/home/cpu2017/bi,0.6,0.0,5,4275
/home/cpu2017/bin/specperl,0.9,1.4,4,4275
specperl -I/home/cpu2017/bi,0.6,0.2,5,4275
/home/cpu2017/bin/specinvok,0.0,0.0,5,4275
/home/cpu2017/bin/specperl,0.9,0.1,5,4275
specperl -I/home/cpu2017/bi,0.6,0.0,5,4280
/home/cpu2017/bin/specperl,0.9,1.4,4,4280
specperl -I/home/cpu2017/bi,0.6,0.2,5,4280
/home/cpu2017/bin/specinvok,0.0,0.0,5,4280
/home/cpu2017/bin/specperl,0.9,0.1,5,4280
specperl -I/home/cpu2017/bi,0.6,0.0,5,4285
/home/cpu2017/bin/specperl,0.9,1.4,4,4285
specperl -I/home/cpu2017/bi,0.6,0.2,5,4285
/home/cpu2017/bin/specinvok,0.0,0.0,5,4285
/home/cpu2017/bin/specperl,0.9,0.1,5,4285
specperl -I/home/cpu2017/bi,0.6,0.0,5,4290
/home/cpu2017/bin/specperl,0.9,1.4,4,4290
specperl -I/home/cpu2017/bi,0.6,0.2,5,4290
/home/cpu2017/bin/specinvok,0.0,0.0,5,4290
/home/cpu2017/bin/specperl,0.9,0.1,5,4290
specperl -I/home/cpu2017/bi,0.6,0.0,5,4295
/home/cpu2017/bin/specperl,0.9,1.4,4,4295
specperl -I/home/cpu2017/bi,0.6,0.2,5,4295
/home/cpu2017/bin/specinvok,0.0,0.0,5,4295
/home/cpu2017/bin/specperl,0.9,0.1,5,4295
specperl -I/home/cpu2017/bi,0.6,0.0,5,4300
/home/cpu2017/bin/specperl,0.9,1.4,4,4300
specperl -I/home/cpu2017/bi,0.6,0.2,5,4300
/home/cpu2017/bin/specinvok,0.0,0.0,5,4300
/home/cpu2017/bin/specperl,0.9,0.1,5,4300
specperl -I/home/cpu2017/bi,0.6,0.0,5,4305
/home/cpu2017/bin/specperl,0.9,1.4,4,4305
specperl -I/home/cpu2017/bi,0.6,0.2,5,4305
/home/cpu2017/bin/specinvok,0.0,0.0,5,4305
/home/cpu2017/bin/specperl,0.9,0.1,5,4305
specperl -I/home/cpu2017/bi,0.6,0.0,5,4310
/home/cpu2017/bin/specperl,0.9,1.4,4,4310
specperl -I/home/cpu2017/bi,0.6,0.2,5,4310
/home/cpu2017/bin/specinvok,0.0,0.0,5,4310
/home/cpu2017/bin/specperl,0.9,0.1,5,4310
specperl -I/home/cpu2017/bi,0.6,0.0,5,4315
/home/cpu2017/bin/specperl,0.9,1.4,4,4315
specperl -I/home/cpu2017/bi,0.6,0.2,5,4315
/home/cpu2017/bin/specinvok,0.0,0.0,5,4315
/home/cpu2017/bin/specperl,0.9,0.1,5,4315
specperl -I/home/cpu2017/bi,0.6,0.0,5,4320
/home/cpu2017/bin/specperl,0.9,1.4,4,4320
specperl -I/home/cpu2017/bi,0.6,0.2,5,4320
/home/cpu2017/bin/specinvok,0.0,0.0,5,4320
/home/cpu2017/bin/specperl,0.9,0.1,5,4320
specperl -I/home/cpu2017/bi,0.6,0.0,5,4325
/home/cpu2017/bin/specperl,0.9,1.4,4,4325
specperl -I/home/cpu2017/bi,0.6,0.2,5,4325
/home/cpu2017/bin/specinvok,0.0,0.0,5,4325
/home/cpu2017/bin/specperl,0.9,0.1,5,4325
specperl -I/home/cpu2017/bi,0.6,0.0,5,4330
/home/cpu2017/bin/specperl,0.9,1.4,4,4330
specperl -I/home/cpu2017/bi,0.6,0.2,5,4330
/home/cpu2017/bin/specinvok,0.0,0.0,5,4330
/home/cpu2017/bin/specperl,0.9,0.1,5,4330
specperl -I/home/cpu2017/bi,0.6,0.0,5,4335
/home/cpu2017/bin/specperl,0.9,1.4,4,4335
specperl -I/home/cpu2017/bi,0.6,0.2,5,4335
/home/cpu2017/bin/specinvok,0.0,0.0,5,4335
/home/cpu2017/bin/specperl,0.9,0.1,5,4335
specperl -I/home/cpu2017/bi,0.6,0.0,5,4340
/home/cpu2017/bin/specperl,0.9,1.4,4,4340
specperl -I/home/cpu2017/bi,0.6,0.2,5,4340
/home/cpu2017/bin/specinvok,0.0,0.0,5,4340
/home/cpu2017/bin/specperl,0.9,0.1,5,4340
specperl -I/home/cpu2017/bi,0.6,0.0,5,4345
/home/cpu2017/bin/specperl,0.9,1.4,4,4345
specperl -I/home/cpu2017/bi,0.6,0.2,5,4345
/home/cpu2017/bin/specinvok,0.0,0.0,5,4345
/home/cpu2017/bin/specperl,0.9,0.1,5,4345
specperl -I/home/cpu2017/bi,0.6,0.0,5,4350
/home/cpu2017/bin/specperl,0.9,1.4,4,4350
specperl -I/home/cpu2017/bi,0.6,0.2,5,4350
/home/cpu2017/bin/specinvok,0.0,0.0,5,4350
/home/cpu2017/bin/specperl,0.9,0.1,5,4350
specperl -I/home/cpu2017/bi,0.6,0.0,5,4355
/home/cpu2017/bin/specperl,0.9,1.4,4,4355
specperl -I/home/cpu2017/bi,0.6,0.2,5,4355
/home/cpu2017/bin/specinvok,0.0,0.0,5,4355
/home/cpu2017/bin/specperl,0.9,0.1,5,4355
specperl -I/home/cpu2017/bi,0.6,0.0,5,4360
/home/cpu2017/bin/specperl,0.9,1.4,4,4360
specperl -I/home/cpu2017/bi,0.6,0.2,5,4360
/home/cpu2017/bin/specinvok,0.0,0.0,5,4360
/home/cpu2017/bin/specperl,0.9,0.1,5,4360
specperl -I/home/cpu2017/bi,0.6,0.0,5,4365
/home/cpu2017/bin/specperl,0.9,1.4,4,4365
specperl -I/home/cpu2017/bi,0.6,0.2,5,4365
/home/cpu2017/bin/specinvok,0.0,0.0,5,4365
/home/cpu2017/bin/specperl,0.9,0.1,5,4365
specperl -I/home/cpu2017/bi,0.6,0.0,5,4370
/home/cpu2017/bin/specperl,0.9,1.4,4,4370
specperl -I/home/cpu2017/bi,0.6,0.2,5,4370
/home/cpu2017/bin/specinvok,0.0,0.0,5,4370
/home/cpu2017/bin/specperl,0.9,0.1,5,4370
specperl -I/home/cpu2017/bi,0.6,0.0,5,4375
/home/cpu2017/bin/specperl,0.9,1.4,4,4375
specperl -I/home/cpu2017/bi,0.6,0.2,5,4375
/home/cpu2017/bin/specinvok,0.0,0.0,5,4375
/home/cpu2017/bin/specperl,0.9,0.1,5,4375
specperl -I/home/cpu2017/bi,0.6,0.0,5,4380
/home/cpu2017/bin/specperl,0.9,1.4,4,4380
specperl -I/home/cpu2017/bi,0.6,0.2,5,4380
/home/cpu2017/bin/specinvok,0.0,0.0,5,4380
/home/cpu2017/bin/specperl,0.9,0.1,5,4380
specperl -I/home/cpu2017/bi,0.6,0.0,5,4385
/home/cpu2017/bin/specperl,0.9,1.4,4,4385
specperl -I/home/cpu2017/bi,0.6,0.2,5,4385
/home/cpu2017/bin/specinvok,0.0,0.0,5,4385
/home/cpu2017/bin/specperl,0.9,0.1,5,4385
specperl -I/home/cpu2017/bi,0.6,0.0,5,4390
/home/cpu2017/bin/specperl,0.9,1.4,4,4390
specperl -I/home/cpu2017/bi,0.6,0.2,5,4390
/home/cpu2017/bin/specinvok,0.0,0.0,5,4390
/home/cpu2017/bin/specperl,0.9,0.1,5,4390
specperl -I/home/cpu2017/bi,0.6,0.0,5,4395
/home/cpu2017/bin/specperl,0.9,1.4,4,4395
specperl -I/home/cpu2017/bi,0.6,0.2,5,4395
/home/cpu2017/bin/specinvok,0.0,0.0,5,4395
/home/cpu2017/bin/specperl,0.9,0.1,5,4395
specperl -I/home/cpu2017/bi,0.6,0.0,5,4400
/home/cpu2017/bin/specperl,0.9,1.4,4,4400
specperl -I/home/cpu2017/bi,0.6,0.2,5,4400
/home/cpu2017/bin/specinvok,0.0,0.0,5,4400
/home/cpu2017/bin/specperl,0.9,0.1,5,4400
specperl -I/home/cpu2017/bi,0.6,0.0,5,4405
/home/cpu2017/bin/specperl,0.9,1.4,4,4405
specperl -I/home/cpu2017/bi,0.6,0.2,5,4405
/home/cpu2017/bin/specinvok,0.0,0.0,5,4405
/home/cpu2017/bin/specperl,0.9,0.1,5,4405
specperl -I/home/cpu2017/bi,0.6,0.0,5,4410
/home/cpu2017/bin/specperl,0.9,1.4,4,4410
specperl -I/home/cpu2017/bi,0.6,0.2,5,4410
/home/cpu2017/bin/specinvok,0.0,0.0,5,4410
/home/cpu2017/bin/specperl,0.9,0.1,5,4410
specperl -I/home/cpu2017/bi,0.6,0.0,5,4415
/home/cpu2017/bin/specperl,0.9,1.4,4,4415
specperl -I/home/cpu2017/bi,0.6,0.2,5,4415
/home/cpu2017/bin/specinvok,0.0,0.0,5,4415
/home/cpu2017/bin/specperl,0.9,0.1,5,4415
specperl -I/home/cpu2017/bi,0.6,0.0,5,4420
/home/cpu2017/bin/specperl,0.9,1.4,4,4420
specperl -I/home/cpu2017/bi,0.6,0.2,5,4420
/home/cpu2017/bin/specinvok,0.0,0.0,5,4420
/home/cpu2017/bin/specperl,0.9,0.1,5,4420
specperl -I/home/cpu2017/bi,0.6,0.0,5,4425
/home/cpu2017/bin/specperl,0.9,1.4,4,4425
specperl -I/home/cpu2017/bi,0.6,0.2,5,4425
/home/cpu2017/bin/specinvok,0.0,0.0,5,4425
/home/cpu2017/bin/specperl,0.9,0.1,5,4425
specperl -I/home/cpu2017/bi,0.6,0.0,5,4430
/home/cpu2017/bin/specperl,0.9,1.4,4,4430
specperl -I/home/cpu2017/bi,0.6,0.2,5,4430
/home/cpu2017/bin/specinvok,0.0,0.0,5,4430
/home/cpu2017/bin/specperl,0.9,0.1,5,4430
specperl -I/home/cpu2017/bi,0.6,0.0,5,4435
/home/cpu2017/bin/specperl,0.9,1.4,4,4435
specperl -I/home/cpu2017/bi,0.6,0.2,5,4435
/home/cpu2017/bin/specinvok,0.0,0.0,5,4435
/home/cpu2017/bin/specperl,0.9,0.1,5,4435
specperl -I/home/cpu2017/bi,0.6,0.0,5,4440
/home/cpu2017/bin/specperl,0.9,1.4,5,4440
specperl -I/home/cpu2017/bi,0.6,0.2,5,4440
/home/cpu2017/bin/specinvok,0.0,0.2,4,4440
/home/cpu2017/bin/specperl,0.9,0.0,5,4440
specperl -I/home/cpu2017/bi,0.6,0.0,5,4445
/home/cpu2017/bin/specperl,0.9,1.4,5,4445
specperl -I/home/cpu2017/bi,0.6,0.2,5,4445
/home/cpu2017/bin/specinvok,0.0,0.1,4,4445
/home/cpu2017/bin/specperl,0.9,0.0,5,4445
specperl -I/home/cpu2017/bi,0.6,0.0,5,4450
/home/cpu2017/bin/specperl,0.9,1.4,5,4450
specperl -I/home/cpu2017/bi,0.6,0.2,5,4450
/home/cpu2017/bin/specinvok,0.0,0.0,4,4450
/home/cpu2017/bin/specperl,0.9,0.0,5,4450
specperl -I/home/cpu2017/bi,0.6,0.0,5,4455
/home/cpu2017/bin/specperl,0.9,1.4,5,4455
